name,release_date,english,developer,publisher,platforms,required_age,categories,genres,tags,achievements,average_playtime,price,short_description,estimated_sells,rating
Yomawari: Night Alone / 夜廻,2016-10-25,1,"Nippon Ichi Software, Inc.","NIS America, Inc.",windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Strategy,Adventure;Horror;Cute,27,0,14.99,"A quiet evening stroll takes a turn for the worse as a tragic accident befalls a little girl and her dog. When her sister goes missing later in the night, the little girl decides to venture out into the eerie darkness to search for her loved ones as evil spirits haunt the alleyways and streets of her once-peaceful town.",47424,Mostly Positive
Backgammon Blitz,2015-11-12,1,VooFoo Studios,Nomad Games,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Turn Notifications,Casual,Casual;Board Game;Strategy,13,0,2.79,"Loved by millions, played for centuries, backgammon is a two-player strategy game quite unlike any other. The goal is simple: race to get your checkers off the board first. The deceptively deep rules and rhythm of backgammon has secured it as a favourite among casual and veteran players alike.",6696,Mixed
The Golf Club,2014-08-19,1,HB Studios,HB Studios,windows,0,Single-player;Multi-player;Partial Controller Support;Includes level editor,Simulation;Sports,Sports;Golf;Simulation,24,0,22.99,"The Golf Club is a visually stunning golf simulation that features procedurally generated courses, a fully featured course editor, asynchronous online play and outstanding gameplay. Create and share courses with your friends and compete with both friends and rivals in this fresh take on golf.",72936,Mixed
Rivals of Aether,2017-03-28,1,Dan Fornace,Dan Fornace,windows,0,Single-player;Online Multi-Player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Indie,Fighting;2D Fighter;Multiplayer,25,245,10.99,"RIVALS OF AETHER is an indie fighting game set in a world where warring civilizations summon the power of Fire, Water, Air, and Earth. Play with up to four players locally or up to two players online.",236500,Positive
STARDROP,2019-02-14,1,Joure Visser,Joure Visser,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Casual,11,0,19.49,When John and Aryn take on a seemingly routine salvage mission they could have never guessed what they would find. As Aryn boards the mysterious ship she quickly learns that this old yet highly advanced vessel will send her on an adventure that will change her life forever.,3924,Positive
Fable of the Sword,2018-02-08,1,蔷薇千墨游戏组,SakuraGame,windows,0,Single-player;Steam Cloud,Adventure;Indie;RPG,Indie;Adventure;RPG,0,0,1.69,"This is a galgame with a story of ancient. It takes the developing group 蔷薇千墨 6 years to finish. With full-audio, this game will present you an experience when swords did the talk for you. And with the amazing theme song, it will like returning to the ancient, simpler time.",4028,Mixed
Tales of Winds: Tomb of the Sol Empire,2017-12-14,1,ミナプラス,SakuraGame,windows,0,Single-player;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,RPG;Adventure;Indie,0,0,1.69,"You can’t go back in time, but this game can take you to a simpler time. This astonishing Chinese-Chivalry RPG is made by a group of Japanese Indie developer. What’s more surprising is that this game has a luxury VA cast!",5246,Mostly Positive
Eventide: Slavic Fable,2016-01-28,1,The House of Fables,Artifex Mundi,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Hidden Object;Adventure;Casual,25,0,6.99,Explore the exciting world of slavic legends!,24024,Very Positive
Amnesia: A Machine for Pigs,2013-09-10,1,The Chinese Room,Frictional Games,windows;mac;linux,0,Single-player;Full controller support;Captions available;Steam Cloud,Action;Adventure;Indie,Horror;Indie;First-Person,7,100,14.99,"From the creators of Amnesia: The Dark Descent and Dear Esther comes a new first-person horrorgame that will drag you to the depths of greed, power and madness. It will bury its snout into your ribs and it will eat your heart.",511841,Mixed
Quest Hunter,2019-03-08,1,2 Zombie Games,2 Zombie Games,windows;mac;linux,0,Single-player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie;RPG,Adventure;RPG;Indie,70,276,10.99,"Quest Hunter is an isometric action-RPG where your choice drives the story. Find tons of treasures and secrets, solve puzzles, equip your character, level up your skills and finish off enemy bosses. Play on the couch, alone or with friends, or make it an online party for up to four players!",20304,Mostly Positive
Cubway,2016-08-11,1,Armnomads LLC,Armnomads,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie,Action;Indie;Adventure,15,308,2.79,"Cubway is a journey with an abstract story of lifecycle of rebirth, called Samsara. Guide the cube through the long way full of dangers and difficulties, visit many interesting and mysterious places.",6084,Mixed
Lunnye Devitsy,2009-07-01,1,Boss Baddie,Boss Baddie,windows,0,Single-player;Full controller support;Steam Trading Cards,Casual;Indie,Indie;Casual;Platformer,10,82,0.0,An alien lost on a strange planet needs help returning home,12245,Mixed
Vertical Strike Endless Challenge,2017-04-28,1,Project ICKX,AGM PLAYISM,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats,Action;Indie;Simulation,Action;Indie;Flight,97,0,3.99,"A flight-based action game designed to be easy to pick up and enjoy right away, and be playable over short timeframes. Make use of a range of weapons and achieve dangerously high levels of mobility by disabling your Alpha Limiter to spear your way through waves of enemy attacks.",5246,Mostly Positive
Offensive Combat: Redux!,2017-08-18,1,Three Gates AB,"Three Gates AB;SlapShot Games, LLC",windows,0,Single-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action,Action;Multiplayer;Shooter,34,28,8.99,"Offensive Combat: Redux! is a fast, frenetic, take-no-prisoners, online FPS game. Play single player to earn XP and Coins to level up your gear, then jump into multiplayer Deathmatch, or Team Deathmatch and Capture The Flag with up to 15 other players across 11 very different maps.",14319,Mixed
Master of Orion 2,2016-02-25,1,SimTex,Wargaming Labs,windows;mac;linux,0,Single-player;Multi-player,Strategy,Strategy;Space;4X,0,54,0.0,Forge an empire in a universe where population growth is stripping away planetary resources. Colonize unknown planets and trade with other races for their knowledge.,18876,Very Positive
Judgment: Apocalypse Survival Simulation,2018-05-03,1,Suncrash,Suncrash,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Indie;Simulation;Strategy,Survival;Base-Building;Post-apocalyptic,57,1325,15.49,"The Apocalypse is here. Demons all around. Lead a small group of survivors -- Build, manage and defend your base in a post-apocalyptic colony simulation. Will you survive Judgment day?",41648,Positive
Cubic,2017-10-09,1,Mikhail Melnikov,Mikhail Melnikov,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Casual;Indie,Indie;Casual;Puzzle,22,2,0.79,"Cubic is a 3D puzzle where you need to destroy tiles of the same color, connecting them in pairs. In this case you need to stay within a certain number of steps. For the successful completion of the level logic and skill to calculate your actions a few steps forward are required .",8428,Positive
One Thousand Lies,2016-04-24,1,Keinart Lobre,Keinart Lobre,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support,Casual;Free to Play;Simulation,Free to Play;Visual Novel;Anime,1,0,0.0,"One day, Ciarán starts receiving enigmatic emails from a mysterious sender, turning his everyday life into a mess of a romantic comedy with psychological themes mixed in. What lies beyond the mystery he's been presented with? In the words of Harry H.: &quot;If you want to know the truth, go find it&quot;.",42952,Positive
European Ship Simulator,2016-11-04,1,Excalibur,Excalibur Publishing,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Simulation,Simulation;Open World;Singleplayer,19,0,14.99,"A speeding power boat, a humble tug to a luxury cruise liner. Captain eight highly detailed ships, fight against realistic water physics and take in spectacular vistas as you navigate famous European ports.",27924,Negative
Worms Ultimate Mayhem,2011-09-28,1,Team17 Digital Ltd,Team17 Digital Ltd,windows,0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Strategy,Strategy;Multiplayer;Funny,38,689,10.99,Load your weapons and experience a whole new dimension in destructive turn-based cartoon action!,198369,Positive
1979 Revolution: Black Friday,2016-04-04,1,iNK Stories;N-Fusion Interactive,iNK Stories,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available,Adventure;Indie,Choices Matter;Adventure;Indie,39,0,4.79,"1979 Revolution: Black Friday is a choice driven, narrative game that brings players into the brooding world of a nation on the verge of collapse. Play as Reza, an aspiring photojournalist, and make life and death decisions as you survive the gritty streets of Iran in the late 1970’s.",43004,Mostly Positive
We. The Revolution,2019-03-21,1,Polyslash,Klabater,windows;mac;linux,0,Single-player;Steam Achievements,Strategy,Strategy;Historical;Choices Matter,38,281,15.49,"As a judge of the Revolutionary Tribunal, preside over complicated cases of ordinary citizens, dangerous criminals, and enemies of the revolution in revolutionary Paris. Make judgments, plot political intrigue, and try to not lose your own head!",13032,Mostly Positive
Dark Shadows - Army of Evil,2014-03-11,1,Burian Media Enterprises,Burian Media Enterprises,windows,0,Single-player;Steam Trading Cards,Action;Indie;RPG,Indie;Action;RPG,0,186,3.99,"Dark Shadows - Army of Evil takes you back to September 1362. A horde of monsters has been ravaging the country like a plague of locusts for over a year. While you were away doing your knightly duties of catching a runaway horse, the monsters stormed the castle, injured the king, and kidnapped Katarina, the love of your life.",11448,Negative
It Moves,2019-02-21,1,SnowOwl,Kodama Games,windows,0,Single-player;Full controller support,Free to Play;Indie,Free to Play;Indie;Horror,0,0,0.0,"It Moves is a horror game that will try to scare you without too many of the typical &quot;screamers&quot;, instead relying on atmosphere and suspense. You'll be solving puzzles along the way, and encountering all manner of not-so-friendly creatures.",4320,Positive
Downtown Casino Poker Leagues : Texas Hold'em Poker Tournaments,2018-04-04,1,DYNAMICNEXT,DYNAMICNEXT,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;In-App Purchases;Stats;Steam Leaderboards,Casual;Free to Play;Indie;Massively Multiplayer;Simulation,Free to Play;Massively Multiplayer;Simulation,25,44,0.0,"Welcome to the world of Downtown Casino! Live the excitement of Texas Hold’em, improve your poker skills, gain experience and make new friends from all over the world and get a chance to be the best poker player ever. 100% FREE to play! Get FREE daily chips and REWARDS for your achievements!",4750,Mixed
MotoGP™15,2015-06-23,1,Milestone S.r.l.,Milestone S.r.l.,windows,0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Racing;Simulation;Sports,Racing;Simulation;Sports,46,0,14.99,"Are you ready for the new challenges of MotoGP™15? Compete against MotoGP™, Moto2™, and Moto3™ riders on the 18 circuits of the 2015 championship in a bid to win the world champion title!",27156,Mostly Positive
Bulletstorm: Full Clip Edition,2017-04-07,1,People Can Fly,Gearbox Publishing,windows,18,Single-player;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Nudity;Violent;Gore;Action;Adventure,Action;Gore;Violent,60,521,29.99,Step into the boots of Grayson Hunt after a crash landing on an old resort planet forces him to make a hard choice: survival or revenge. Execute masterful kills with Bulletstorm: Full Clip Edition’s unique combat system that rewards you for performing the most creative and deadly kills imaginable.,70176,Positive
Unhack,2015-01-09,1,InvertMouse,InvertMouse,windows;mac;linux,0,Single-player;Steam Trading Cards,Indie,Indie;Anime;Puzzle,0,0,2.79,"The 5K Worm is on a rampage across cyberspace. As the top unhacker in Smash Security, it is your mission to bring an end to this virus. Join forces with AI companion Weedy and become an unstoppable duo!",15748,Positive
Train Mechanic Simulator 2017,2017-03-23,1,Si7 Studio,Si7 Studio,windows,0,Single-player,Simulation,Simulation;Trains;Singleplayer,0,0,5.79,"Take your opportunity as real Train Mechanic. Find locomotives around game world that needs your help and repair them in one of 3 workshops localized in huge 25 km2 open world. You will be face all types of damages in all genres of trains: Diesel, Electric and even Old-School Steam units.",14018,Negative
